visitors,datetime,temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,cloudcover,visibility,solarradiation,uvindex,sunrise,sunset
29057,2021-08-29,26.7,18.4,61.1,0.232,100,4.17,35.3,23.9,42.4,16,304,10,2021-08-29 6:14:13,2021-08-29 18:49:52
29923,2021-08-30,26.2,18.4,62.6,0.404,100,4.17,33.5,18.6,54.1,16,289.8,10,2021-08-30 6:14:30,2021-08-30 18:48:59
28579,2021-08-31,25.6,19.1,68.1,1.522,100,25,35.3,22.1,43.9,15.8,224,10,2021-08-31 6:14:46,2021-08-31 18:48:05
29177,2021-09-01,26.7,19,63.6,0,0,0,38.9,24.5,52.9,16,277.5,10,2021-09-01 6:15:02,2021-09-01 18:47:11
26472,2021-09-02,27.9,19.5,60.9,0,0,0,47.9,32.3,53.4,16,235.4,7,2021-09-02 6:15:17,2021-09-02 18:46:17
26877,2021-09-03,27.5,18.2,57.6,0,0,0,59,34.1,47.5,16,174.6,6,2021-09-03 6:15:33,2021-09-03 18:45:22
27448,2021-09-04,26.9,17.9,58.3,0.559,100,12.5,46.7,32.8,43.2,15.7,188.5,8,2021-09-04 6:15:48,2021-09-04 18:44:27
28649,2021-09-05,26.5,18.4,62.1,0.614,100,12.5,37.1,28.7,40.3,15.9,321.8,10,2021-09-05 6:16:04,2021-09-05 18:43:31
30055,2021-09-06,26.7,18.5,61.5,0,0,0,38.9,26,32,16,322.4,10,2021-09-06 6:16:19,2021-09-06 18:42:35
27919,2021-09-07,27,18.7,61.3,0.19,100,8.33,39.1,28.3,36.5,16,301.3,10,2021-09-07 6:16:34,2021-09-07 18:41:39
27684,2021-09-08,27.2,18.2,58.3,0,0,0,46.4,29.2,34.2,16,268.9,10,2021-09-08 6:16:49,2021-09-08 18:40:43
27532,2021-09-09,26.8,18.1,59.3,0,0,0,44.9,24.4,39.2,16,230.4,8,2021-09-09 6:17:04,2021-09-09 18:39:46
27316,2021-09-10,25.8,18.6,64.9,0.044,100,4.17,48,21.5,61.5,15.9,167.8,6,2021-09-10 6:17:19,2021-09-10 18:38:49
31191,2021-09-11,26.4,18.6,63.2,0,0,0,38.9,26.1,55.1,16,246.4,9,2021-09-11 6:17:34,2021-09-11 18:37:52
31289,2021-09-12,26.4,18.6,63.1,0.548,100,16.67,44.5,30.1,68.9,15.9,263.8,10,2021-09-12 6:17:49,2021-09-12 18:36:55
32411,2021-09-13,26.6,18.4,61.4,0.205,100,12.5,38.6,24.9,51.4,16,230.8,10,2021-09-13 6:18:04,2021-09-13 18:35:57
32059,2021-09-14,26.8,18.7,62,0.706,100,16.67,72,27.6,49.7,16,297.7,10,2021-09-14 6:18:19,2021-09-14 18:35:00
29904,2021-09-15,26.5,19.5,66.6,2.033,100,25,35.3,19.9,58.5,15.7,258,10,2021-09-15 6:18:33,2021-09-15 18:34:02
29036,2021-09-16,27.2,20,65.2,0.044,100,4.17,48,28.9,53.5,16,188.3,8,2021-09-16 6:18:48,2021-09-16 18:33:05
29902,2021-09-17,27,18.5,60.2,0.044,100,4.17,45.3,31.8,60.2,16,137.2,6,2021-09-17 6:19:03,2021-09-17 18:32:07
32286,2021-09-18,26.9,18.3,60,0.044,100,4.17,48.3,32.8,54.4,16,204.3,7,2021-09-18 6:19:18,2021-09-18 18:31:09
34233,2021-09-19,26.3,19.1,65.6,0.649,100,12.5,45.7,29.4,64.8,15.8,201.7,8,2021-09-19 6:19:33,2021-09-19 18:30:11
34355,2021-09-20,27,18.3,59.6,0.073,100,4.17,47.5,30.7,49.2,16,187.7,8,2021-09-20 6:19:48,2021-09-20 18:29:14
33987,2021-09-21,27,18.6,60.2,0,0,0,47.9,33.1,55.7,16,111.8,5,2021-09-21 6:20:03,2021-09-21 18:28:16
32052,2021-09-22,27.1,17.4,55.9,0,0,0,48.1,27.5,36.2,16,296.8,10,2021-09-22 6:20:19,2021-09-22 18:27:19
29777,2021-09-23,26.5,19.2,64.7,0.736,100,20.83,52.1,30.9,74,15.8,254.9,9,2021-09-23 6:20:34,2021-09-23 18:26:21
31058,2021-09-24,26.2,19.9,69.1,1.062,100,20.83,43.3,24.3,72.6,15.6,242,9,2021-09-24 6:20:50,2021-09-24 18:25:24
31904,2021-09-25,26.3,19.5,66.8,0.649,100,33.33,46.4,29.9,68.1,15.8,181.4,7,2021-09-25 6:21:05,2021-09-25 18:24:27
34340,2021-09-26,27.6,20.2,64.9,0.153,100,12.5,50.3,34.7,47.4,15.9,248.7,10,2021-09-26 6:21:21,2021-09-26 18:23:30
36113,2021-09-27,27,19.4,63.4,0.076,100,4.17,39.9,27.5,46.8,16,316.2,10,2021-09-27 6:21:37,2021-09-27 18:22:33
34801,2021-09-28,26.7,18.5,61.2,0.044,100,4.17,42.7,30.5,42,16,250.4,10,2021-09-28 6:21:54,2021-09-28 18:21:36
33908,2021-09-29,26.8,18.8,62,0.147,100,4.17,38.9,24.2,43.5,15.9,232.5,10,2021-09-29 6:22:10,2021-09-29 18:20:40
31935,2021-09-30,26.6,19.4,65.1,0.381,100,12.5,37.9,28.9,49.7,15.9,250,9,2021-09-30 6:22:27,2021-09-30 18:19:44
32057,2021-10-01,27.1,18.9,61.3,0,0,0,216,32.7,39.9,16,270.6,9,2021-10-01 6:22:44,2021-10-01 18:18:48
33582,2021-10-02,27,19.2,63,0.073,100,4.17,38.9,28.2,59.9,16,208.8,8,2021-10-02 6:23:01,2021-10-02 18:17:53
34846,2021-10-03,26.6,19.7,66.8,0.088,100,8.33,51.3,29.4,61.4,16,164.6,7,2021-10-03 6:23:18,2021-10-03 18:16:58
36677,2021-10-04,26.7,18.7,62.1,0.018,100,4.17,51,28.1,41.7,16,186.5,8,2021-10-04 6:23:36,2021-10-04 18:16:04
32884,2021-10-05,27,18.4,60,0,0,0,108,30.7,46.3,16,122.6,4,2021-10-05 6:23:54,2021-10-05 18:15:09
32649,2021-10-06,27,17.9,58.2,0,0,0,59.5,35,47.3,16,236.5,7,2021-10-06 6:24:12,2021-10-06 18:14:16
30505,2021-10-07,26.7,17.4,57.4,0.264,100,4.17,58,35.1,45.5,16,179.2,8,2021-10-07 6:24:31,2021-10-07 18:13:23
29849,2021-10-08,26.8,17.3,56.7,0,0,0,56.9,37.4,38.1,16,156.1,7,2021-10-08 6:24:50,2021-10-08 18:12:30
31730,2021-10-09,26,18.1,61.6,0.044,100,4.17,64.3,42.8,58.7,16,120.2,5,2021-10-09 6:25:10,2021-10-09 18:11:38
32303,2021-10-10,26.2,18.2,62,0.62,100,20.83,64.4,35.5,51.9,15.9,115.2,4,2021-10-10 6:25:29,2021-10-10 18:10:46
36068,2021-10-11,26.8,18.9,62.9,0.381,100,8.33,58.2,32.3,44.6,15.9,166.9,5,2021-10-11 6:25:50,2021-10-11 18:09:55
32031,2021-10-12,27.2,20.6,67.3,0.127,100,16.67,55.7,35.7,46.7,16,178.9,6,2021-10-12 6:26:10,2021-10-12 18:09:04
32191,2021-10-13,26.4,19.6,66.3,0.282,100,25,51.4,29.9,83.1,16,222.4,9,2021-10-13 6:26:31,2021-10-13 18:08:15
27600,2021-10-14,25.8,18.7,65.3,0.443,100,16.67,57.6,34.3,56.3,15.9,229,9,2021-10-14 6:26:53,2021-10-14 18:07:25
26310,2021-10-15,26,18.2,63,0.411,100,4.17,49,32.5,37.6,15.9,233.5,9,2021-10-15 6:27:14,2021-10-15 18:06:37
25701,2021-10-16,25.6,17.5,61.1,0.232,100,8.33,49.3,31.7,45.4,16,229.6,9,2021-10-16 6:27:37,2021-10-16 18:05:49
27503,2021-10-17,26.1,17.5,59.5,0.044,100,4.17,47.9,31.9,53.5,16,179.7,7,2021-10-17 6:27:59,2021-10-17 18:05:02
31212,2021-10-18,26.2,17.6,59.7,0,0,0,48,31.8,35.2,16,259,9,2021-10-18 6:28:23,2021-10-18 18:04:16
28878,2021-10-19,25.5,16.9,59.9,0,0,0,38.9,28,32.5,16,171.5,7,2021-10-19 6:28:46,2021-10-19 18:03:30
30447,2021-10-20,25.2,16.3,59.2,0,0,0,44.6,24.8,35.4,16,256.6,9,2021-10-20 6:29:10,2021-10-20 18:02:46
27482,2021-10-21,25.4,19.4,69.9,0.538,100,29.17,29.5,19.1,79.9,15.8,199.8,8,2021-10-21 6:29:35,2021-10-21 18:02:02
27180,2021-10-22,26.1,18.8,65.2,0,0,0,40.7,26.7,43.7,16,121.1,5,2021-10-22 6:30:00,2021-10-22 18:01:19
25723,2021-10-23,26.4,17.7,59.4,0,0,0,49.4,31.7,32.3,16,246.2,9,2021-10-23 6:30:26,2021-10-23 18:00:37
26900,2021-10-24,25.7,19,67,0.512,100,8.33,48.1,27.9,78.6,15.9,137.4,8,2021-10-24 6:30:52,2021-10-24 17:59:56
29637,2021-10-25,26.2,18,61.4,0,0,0,46.6,26.4,44,16,137.2,5,2021-10-25 6:31:19,2021-10-25 17:59:16
27239,2021-10-26,25.8,18.1,63.2,0.268,100,8.33,29.5,19.6,43.9,16,211.5,9,2021-10-26 6:31:46,2021-10-26 17:58:36
28332,2021-10-27,25.3,19.1,69,0.022,100,4.17,27.7,22.5,54.2,16,108.7,4,2021-10-27 6:32:13,2021-10-27 17:57:58
28732,2021-10-28,25.4,19.3,69.5,0.241,100,8.33,13,17.3,57.9,16,201.3,8,2021-10-28 6:32:42,2021-10-28 17:57:21
29584,2021-10-29,25.6,18.7,66.4,0,0,0,16.7,18.2,41.4,16,218.7,8,2021-10-29 6:33:10,2021-10-29 17:56:45
29912,2021-10-30,24.8,19,70.5,0,0,0,14.8,16.4,34.1,16,201.9,8,2021-10-30 6:33:40,2021-10-30 17:56:10
32526,2021-10-31,25.1,18.8,68.4,0,0,0,5.4,16.5,25.3,16,141.4,5,2021-10-31 6:34:10,2021-10-31 17:55:36
32255,2021-11-01,25.2,19.2,69.8,0,0,0,3.6,22.1,41.3,16,173,7,2021-11-01 6:34:40,2021-11-01 17:55:03
31465,2021-11-02,25.2,19.9,72.5,0.607,100,16.67,20.5,15.2,59,15.8,141.3,7,2021-11-02 6:35:11,2021-11-02 17:54:31
30841,2021-11-03,26.3,19.6,67.6,0,0,0,33.5,26.3,50.1,16,270.8,8,2021-11-03 6:35:42,2021-11-03 17:54:00
29478,2021-11-04,26.3,19.6,67.1,0.251,100,20.83,50,29.4,49.6,15.9,98.9,4,2021-11-04 6:36:14,2021-11-04 17:53:31
28487,2021-11-05,26.3,19,64.7,0.044,100,16.67,108,29.9,60.3,15.8,121,5,2021-11-05 6:36:46,2021-11-05 17:53:02
27089,2021-11-06,26.2,18.7,63.5,0.022,100,4.17,48.5,29.6,46.6,16,100.5,4,2021-11-06 6:37:19,2021-11-06 17:52:35
26980,2021-11-07,25.6,18.1,63.4,0.088,100,8.33,31.7,21.8,62.5,16,201.7,10,2021-11-07 6:37:52,2021-11-07 17:52:09
30284,2021-11-08,25.6,17.5,61.5,0.044,100,4.17,37.1,24.1,56.2,16,159.2,7,2021-11-08 6:38:26,2021-11-08 17:51:45
28019,2021-11-09,25.2,17.9,64.7,0,0,0,5.4,21.3,55.9,16,130.2,7,2021-11-09 6:39:01,2021-11-09 17:51:21
29109,2021-11-10,24.7,17.9,66.6,0,0,0,20.5,17,32.1,16,219.1,9,2021-11-10 6:39:35,2021-11-10 17:50:59
25845,2021-11-11,25.3,17.6,63.1,0,0,0,27.7,21.5,49.6,16,208.1,9,2021-11-11 6:40:11,2021-11-11 17:50:38
24855,2021-11-12,25.6,18.2,63.9,0.032,100,8.33,27.7,17.6,46.6,16,211.8,8,2021-11-12 6:40:46,2021-11-12 17:50:19
24872,2021-11-13,25.4,18.3,65.3,0,0,0,5.4,14.8,50.3,16,194.4,7,2021-11-13 6:41:22,2021-11-13 17:50:01
25967,2021-11-14,24.4,18.9,71.4,0.312,100,12.5,13,23.4,74.7,16,70.8,3,2021-11-14 6:41:59,2021-11-14 17:49:44
27809,2021-11-15,24.6,18.9,70.9,0.213,100,8.33,9.4,21.3,73,15.9,96,4,2021-11-15 6:42:35,2021-11-15 17:49:28
27694,2021-11-16,26,21.1,74.9,1.304,100,20.83,3.6,16,82.5,15.8,108,5,2021-11-16 6:43:13,2021-11-16 17:49:14
27956,2021-11-17,26,21.3,75.6,0,0,0,7.6,17.4,36,16,141,7,2021-11-17 6:43:50,2021-11-17 17:49:01
26948,2021-11-18,26.2,20.6,72.2,0,0,0,33.5,19.7,39.7,16,192.1,8,2021-11-18 6:44:28,2021-11-18 17:48:50
24964,2021-11-19,26.1,19.3,66.5,0.044,100,4.17,35.3,21.3,36.2,16,223.6,8,2021-11-19 6:45:06,2021-11-19 17:48:40
22925,2021-11-20,25.5,19.1,68,0,0,0,22.3,19.7,35.7,16,203.7,7,2021-11-20 6:45:44,2021-11-20 17:48:31
22047,2021-11-21,25.4,17.9,63.8,0,0,0,35.3,19.6,28.8,16,226.8,8,2021-11-21 6:46:23,2021-11-21 17:48:23
25702,2021-11-22,25.5,19.4,69.4,0.341,100,8.33,35.8,25.1,71.1,15.7,115.8,5,2021-11-22 6:47:02,2021-11-22 17:48:17
24684,2021-11-23,25.7,18.3,64.4,0,0,0,37.1,21.7,53.1,16,224.5,8,2021-11-23 6:47:41,2021-11-23 17:48:13
27831,2021-11-24,24.8,17.6,65.3,0,0,0,30.6,21.4,32.8,16,211.5,8,2021-11-24 6:48:20,2021-11-24 17:48:10
24674,2021-11-25,25.5,18.3,65.5,0.044,100,4.17,42.5,29.2,36.3,16,220,8,2021-11-25 6:48:59,2021-11-25 17:48:08
22892,2021-11-26,25.1,15.5,56.1,0,0,0,38.9,28,28.6,16,231.1,8,2021-11-26 6:49:38,2021-11-26 17:48:07
25481,2021-11-27,23.5,17.9,71.4,0.427,100,12.5,22.3,17.5,63.3,15.9,172.5,8,2021-11-27 6:50:18,2021-11-27 17:48:08
24988,2021-11-28,23.8,18.1,71.5,0.076,100,12.5,51.8,24,63.4,16,84,3,2021-11-28 6:50:57,2021-11-28 17:48:10
27796,2021-11-29,24.4,16.6,61.9,0.633,100,16.67,51.8,32.1,44.3,16,128.9,7,2021-11-29 6:51:37,2021-11-29 17:48:14
25457,2021-11-30,25.2,18.4,66.4,0.201,100,12.5,40.5,32.8,40.4,16,139.2,5,2021-11-30 6:52:16,2021-11-30 17:48:19
28085,2021-12-01,25.6,19.2,67.9,0.458,100,16.67,37.1,25.1,44.1,16,162.1,7,2021-12-01 6:52:56,2021-12-01 17:48:25
25150,2021-12-02,24.3,19.3,74.3,0.259,100,16.67,25.9,20.3,53.8,15.9,174.5,7,2021-12-02 6:53:35,2021-12-02 17:48:33
26334,2021-12-03,22.5,17.4,74.2,5.484,100,54.17,55.2,32.6,73.6,15.7,138.8,5,2021-12-03 6:54:14,2021-12-03 17:48:42
26228,2021-12-04,18.9,13.7,72.4,2.516,100,12.5,40.7,25.2,65.3,15.9,97,4,2021-12-04 6:54:53,2021-12-04 17:48:53
28365,2021-12-05,21.3,17.5,80,13.36,100,50,52,34.4,79.5,15.5,70.3,3,2021-12-05 6:55:32,2021-12-05 17:49:04
32403,2021-12-06,22.4,19.2,82.2,189.694,100,87.5,61.2,33.6,94.5,12.2,26.7,2,2021-12-06 6:56:10,2021-12-06 17:49:17
30506,2021-12-07,21.8,19.4,86.1,31.29,100,54.17,44.6,27.5,89.5,15.4,76,4,2021-12-07 6:56:48,2021-12-07 17:49:32
32429,2021-12-08,24.1,19.5,76.6,0,0,0,38.9,24.4,73.6,16,148.3,7,2021-12-08 6:57:26,2021-12-08 17:49:47
26529,2021-12-09,25,18,65.5,0,0,0,46.6,32,56.8,16,90.5,4,2021-12-09 6:58:04,2021-12-09 17:50:04
29399,2021-12-10,25,19,69.5,0.124,100,20.83,44.6,25.9,67.9,15.9,75.1,4,2021-12-10 6:58:41,2021-12-10 17:50:22
29356,2021-12-11,25,18.6,68.1,0.07,100,12.5,144,30.6,48.2,15.9,71,3,2021-12-11 6:59:17,2021-12-11 17:50:41
29581,2021-12-12,24.6,18.8,70.8,0.102,100,20.83,50.6,35,55.1,15.9,90.5,4,2021-12-12 6:59:54,2021-12-12 17:51:01
31142,2021-12-13,24.9,17.3,63.3,0.456,100,4.17,51.8,31.9,34,16,163.2,6,2021-12-13 7:00:29,2021-12-13 17:51:23
30244,2021-12-14,24.1,19.2,74.4,3.022,100,45.83,40.7,28.9,70.2,15.8,58.3,3,2021-12-14 7:01:04,2021-12-14 17:51:45
33505,2021-12-15,24.2,18.4,70.7,0.038,100,4.17,35.3,22.1,44.8,16,125.9,6,2021-12-15 7:01:39,2021-12-15 17:52:09
32163,2021-12-16,24.1,18.4,71.3,0.044,100,4.17,29.5,21.7,45.8,16,129.3,5,2021-12-16 7:02:13,2021-12-16 17:52:34
37606,2021-12-17,24.3,19.4,74.6,0.659,100,20.83,29.5,21.6,46.5,16,161,8,2021-12-17 7:02:46,2021-12-17 17:53:00
35454,2021-12-18,23.9,18.5,72.4,0.044,100,4.17,46.5,30.6,36.9,16,111.8,4,2021-12-18 7:03:18,2021-12-18 17:53:27
34247,2021-12-19,24.1,18.4,70.9,1.398,100,20.83,46.8,29.1,52.9,15.9,84.4,3,2021-12-19 7:03:50,2021-12-19 17:53:55
36359,2021-12-20,24.1,16.9,64.7,0.059,100,4.17,55.4,31.3,45.4,16,200.2,8,2021-12-20 7:04:21,2021-12-20 17:54:23
35767,2021-12-21,22.8,16.7,68.5,0.869,100,12.5,42.8,28.3,62.2,15.8,110.6,6,2021-12-21 7:04:51,2021-12-21 17:54:53
37071,2021-12-22,23.8,15.9,61.8,0,0,0,53.6,34.6,49.1,16,181.6,7,2021-12-22 7:05:20,2021-12-22 17:55:24
34045,2021-12-23,23.8,15.3,59.6,0,0,0,48.9,34.8,43.4,16,199.3,8,2021-12-23 7:05:49,2021-12-23 17:55:55
34936,2021-12-24,22.8,16.2,67.5,0.104,100,20.83,37.9,25.2,54.8,16,120,5,2021-12-24 7:06:16,2021-12-24 17:56:28
33817,2021-12-25,23,16.1,65.8,0.493,100,16.67,37.1,27.7,47.5,16,116.8,4,2021-12-25 7:06:43,2021-12-25 17:57:01
35581,2021-12-26,23.4,16.3,64.6,0,0,0,42.5,22.6,57.3,16,101.7,6,2021-12-26 7:07:08,2021-12-26 17:57:35
32493,2021-12-27,24,16.2,62.2,0.044,100,4.17,44.6,24.8,45.4,16,180,7,2021-12-27 7:07:33,2021-12-27 17:58:09
33815,2021-12-28,24,17.1,65.2,0,0,0,43.1,29.4,65.1,16,115.2,5,2021-12-28 7:07:57,2021-12-28 17:58:45
36493,2021-12-29,23.9,18.4,71.7,1.132,100,16.67,41.8,22.9,58.7,15.9,115.5,5,2021-12-29 7:08:19,2021-12-29 17:59:20
35461,2021-12-30,23,19.7,82.2,11.236,100,37.5,46.4,21.1,79.4,15.7,73.5,4,2021-12-30 7:08:40,2021-12-30 17:59:57
32434,2021-12-31,23.1,20.8,87.4,20.421,100,75,48.1,23.8,86.9,14.3,58.2,3,2021-12-31 7:09:01,2021-12-31 18:00:34
30220,2022-01-01,22.1,19.9,87.5,80.238,100,83.33,51.8,21.8,83.2,14.5,40.5,2,2022-01-01 7:09:20,2022-01-01 18:01:12
33604,2022-01-02,20.8,18.4,86.5,37.283,100,54.17,49.8,20.2,68.6,15,44.6,2,2022-01-02 7:09:38,2022-01-02 18:01:50
34664,2022-01-03,21.8,18.9,83.7,11.913,100,33.33,47.9,14.8,57.3,15.3,93.2,5,2022-01-03 7:09:55,2022-01-03 18:02:28
34978,2022-01-04,22.4,19.4,83.5,6.109,100,45.83,33.5,24.4,79.4,15.8,83.1,5,2022-01-04 7:10:10,2022-01-04 18:03:07
33270,2022-01-05,23,19.5,81.1,3.98,100,8.33,13,16,52.9,15.9,126.8,5,2022-01-05 7:10:25,2022-01-05 18:03:47
27415,2022-01-06,23,18.6,76.9,1.716,100,12.5,11.2,17.3,33.4,16,211.7,8,2022-01-06 7:10:38,2022-01-06 18:04:26
27054,2022-01-07,22.8,18.2,75.9,0,0,0,20.5,16.9,31.7,16,133,6,2022-01-07 7:10:50,2022-01-07 18:05:06
25723,2022-01-08,22.1,17.5,75.4,0,0,0,14.8,13.1,42.7,16,128.3,7,2022-01-08 7:11:01,2022-01-08 18:05:47
27288,2022-01-09,23,17.9,72.9,0,0,0,16.6,12.9,32.5,16,198.4,8,2022-01-09 7:11:10,2022-01-09 18:06:27
27489,2022-01-10,23.2,18.5,75.2,0,0,0,27.7,17.3,44.7,16,153.5,6,2022-01-10 7:11:18,2022-01-10 18:07:08
28242,2022-01-11,23.2,16.1,64.8,0.012,100,4.17,31.7,21.3,28.4,16,222.6,8,2022-01-11 7:11:25,2022-01-11 18:07:49
26458,2022-01-12,23.3,17.9,72.3,1.782,100,16.67,17.6,16.5,53.2,15.9,157.1,9,2022-01-12 7:11:30,2022-01-12 18:08:30
25031,2022-01-13,23.3,18.4,74.3,0,0,0,18,16.2,38.6,16,224.3,8,2022-01-13 7:11:34,2022-01-13 18:09:11
24745,2022-01-14,22.8,18.8,78.3,4.632,100,25,14.8,16.6,62,15.4,166.4,8,2022-01-14 7:11:37,2022-01-14 18:09:52
25109,2022-01-15,22.6,18.5,78,0,0,0,14.8,11.4,34.2,16,149.8,7,2022-01-15 7:11:39,2022-01-15 18:10:33
27289,2022-01-16,23,17.2,70.4,0,0,0,16.6,11.2,35.4,16,128.1,5,2022-01-16 7:11:39,2022-01-16 18:11:14
29176,2022-01-17,22.7,17.4,72.5,0,0,0,18.4,13,13.6,16,215.3,9,2022-01-17 7:11:38,2022-01-17 18:11:55
27231,2022-01-18,22.9,17.7,72.9,0,0,0,16.6,12.4,10.3,16,214.4,9,2022-01-18 7:11:35,2022-01-18 18:12:36
27273,2022-01-19,23.6,17.9,71.1,0,0,0,13,22.3,29.1,16,193.7,8,2022-01-19 7:11:31,2022-01-19 18:13:17
25766,2022-01-20,23.6,18.6,74.1,0,0,0,14,13.8,28.1,16,202.2,9,2022-01-20 7:11:26,2022-01-20 18:13:57
25975,2022-01-21,24.3,18.1,68.9,0,0,0,29.2,22.8,32.2,16,231.9,8,2022-01-21 7:11:19,2022-01-21 18:14:38
26556,2022-01-22,24.1,17.7,68.1,0,0,0,33.5,20.2,41.7,16,164.5,7,2022-01-22 7:11:11,2022-01-22 18:15:18
27826,2022-01-23,24.3,17.2,65.1,0,0,0,37.1,24.5,43,16,189.8,8,2022-01-23 7:11:02,2022-01-23 18:15:58
26157,2022-01-24,23.4,15.1,60.4,0,0,0,38.5,21.4,31,16,213.4,9,2022-01-24 7:10:52,2022-01-24 18:16:38
24617,2022-01-25,23.8,16.9,66.2,0.044,100,4.17,38.9,23.1,54.1,15.9,197.8,8,2022-01-25 7:10:40,2022-01-25 18:17:18
28687,2022-01-26,23.9,16.9,66,0.609,100,8.33,39.2,22.8,47,15.9,135.2,6,2022-01-26 7:10:26,2022-01-26 18:17:57
28482,2022-01-27,22.8,16.8,70.1,0,0,0,22,14,35.6,16,193.3,8,2022-01-27 7:10:12,2022-01-27 18:18:36
28618,2022-01-28,23,17.5,71.8,0,0,0,28.4,25,38.1,16,222.8,8,2022-01-28 7:09:56,2022-01-28 18:19:15
29969,2022-01-29,24.1,16.6,63.1,0,0,0,38.2,26.7,35.6,16,230.7,8,2022-01-29 7:09:39,2022-01-29 18:19:53
31175,2022-01-30,23.4,15.7,62.7,0,0,0,35.3,22.1,37,16,196,7,2022-01-30 7:09:20,2022-01-30 18:20:31
33567,2022-01-31,22.6,16.5,68.9,0,0,0,33.5,23.2,54.3,16,130.5,6,2022-01-31 7:09:01,2022-01-31 18:21:09
31792,2022-02-01,23.6,16.8,66.8,0,0,0,37.1,23.6,36,16,182.9,9,2022-02-01 7:08:40,2022-02-01 18:21:46
27781,2022-02-02,23.6,17.1,67.4,0,0,0,28.1,17.3,46.9,16,178.8,8,2022-02-02 7:08:18,2022-02-02 18:22:23
26196,2022-02-03,23.3,14.7,60.4,0,0,0,37.1,20.7,24.7,15.9,236.8,9,2022-02-03 7:07:54,2022-02-03 18:22:59
25422,2022-02-04,22.8,16.2,67,0,0,0,13.7,14.9,23.1,16,220.8,9,2022-02-04 7:07:30,2022-02-04 18:23:35
25942,2022-02-05,23.6,17.3,68.1,0,0,0,34.6,18.7,36.7,16,240.3,9,2022-02-05 7:07:04,2022-02-05 18:24:10
27281,2022-02-06,24.3,17,64.1,0.102,100,12.5,43.6,27.1,52.7,16,140.6,5,2022-02-06 7:06:37,2022-02-06 18:24:45
28373,2022-02-07,24.1,16.2,61.8,0,0,0,42.5,28.6,54.8,16,110.3,4,2022-02-07 7:06:09,2022-02-07 18:25:20
28128,2022-02-08,24.1,16.1,61.2,0,0,0,34.2,23.9,39.9,16,172.6,7,2022-02-08 7:05:40,2022-02-08 18:25:54
27237,2022-02-09,23.3,16.7,67.1,0,0,0,33.5,25.5,48.2,16,197.4,9,2022-02-09 7:05:09,2022-02-09 18:26:27
26277,2022-02-10,23.2,16.8,68,0,0,0,15.5,17.7,54.3,16,150.2,8,2022-02-10 7:04:38,2022-02-10 18:27:00
25414,2022-02-11,23,16.5,67.5,0,0,0,19.4,22.6,27.6,16,250.1,9,2022-02-11 7:04:05,2022-02-11 18:27:33
26556,2022-02-12,23.3,16.2,65.4,0,0,0,33.1,20.7,39.9,16,230.5,9,2022-02-12 7:03:32,2022-02-12 18:28:05
27391,2022-02-13,22.7,15.5,65.2,0,0,0,37.1,24.5,32.9,16,227,9,2022-02-13 7:02:57,2022-02-13 18:28:37
29420,2022-02-14,21.4,14.3,65.2,0.038,100,4.17,25.6,18.4,40.2,16,196.5,9,2022-02-14 7:02:21,2022-02-14 18:29:08
27588,2022-02-15,21.7,15.5,69,1.042,100,20.83,44.6,27.7,37.7,16,191.9,8,2022-02-15 7:01:45,2022-02-15 18:29:39
25799,2022-02-16,22.8,16.3,68.1,0.798,100,25,38.9,25.9,47.9,15.9,248.3,9,2022-02-16 7:01:07,2022-02-16 18:30:09
27021,2022-02-17,24,17.2,67.1,0.023,100,4.17,40.7,26.8,31.7,16,224,9,2022-02-17 7:00:29,2022-02-17 18:30:38
26584,2022-02-18,24.6,17.6,65.7,0.038,100,4.17,35.3,22.8,41.4,15.9,226.5,9,2022-02-18 6:59:49,2022-02-18 18:31:07
24875,2022-02-19,23.7,18,70.8,0,0,0,21.6,18.1,44.9,16,144.3,7,2022-02-19 6:59:09,2022-02-19 18:31:36
26406,2022-02-20,23.7,17.2,68,0,0,0,28.3,18.8,44.5,16,250.5,9,2022-02-20 6:58:28,2022-02-20 18:32:04
28256,2022-02-21,24.1,18.2,70.6,0.328,100,12.5,29.5,22.7,51.2,15.6,266.7,9,2022-02-21 6:57:46,2022-02-21 18:32:32
25483,2022-02-22,25.1,18.1,66,0,0,0,43.2,28.7,37.6,16,265.6,10,2022-02-22 6:57:03,2022-02-22 18:32:59
25471,2022-02-23,24.9,16.1,59,0,0,0,41.4,29.5,30.5,16,202,9,2022-02-23 6:56:19,2022-02-23 18:33:26
24840,2022-02-24,24.6,16.3,60.5,0,0,0,38.5,27.5,53.2,16,219,9,2022-02-24 6:55:35,2022-02-24 18:33:53
24607,2022-02-25,24.4,16.9,63.9,0.044,100,4.17,47.7,31.7,53.9,16,183.9,8,2022-02-25 6:54:50,2022-02-25 18:34:19
25885,2022-02-26,24.4,16.9,63.6,0.038,100,4.17,35.3,21.3,54.7,16,194,6,2022-02-26 6:54:04,2022-02-26 18:34:44
27993,2022-02-27,24.1,18.2,69.9,0,0,0,17.3,15.9,71.7,15.9,164.1,7,2022-02-27 6:53:18,2022-02-27 18:35:09
29145,2022-02-28,24.5,17.9,67.3,0.044,100,4.17,20.9,15.9,72.7,16,139.3,8,2022-02-28 6:52:30,2022-02-28 18:35:34
